user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
974,89432a67-23e4-4692-9210-d7bb80053b51,25,Male,Dammam,Umm Al-Qura University,Computer Science,4,With Family,1500,0,0,1500,1158.42,Investment,10000,3,Budget Student
975,26fb5152-3755-4e4c-bd9e-7e6fffb2f3e6,24,Female,Qassim,King Abdulaziz University,Finance,5,Shared Apartment,990,1200,200,2390,2109.36,Phone,4500,6,Budget Student
976,6ae843fb-c6d8-43da-b228-50072171ed9d,23,Female,Dammam,King Fahd University of Petroleum and Minerals,Finance,2,Alone,1000,0,0,1000,761.29,Phone,4500,12,Balanced
977,5806d353-96e9-4104-9ad9-03aa32610099,23,Female,Riyadh,Taibah University,Software Engineering,2,Dorm,990,0,0,990,799.49,Phone,4500,6,Disciplined
978,9b298dc5-a342-4e18-9578-ac5cc7b28dc5,18,Male,Abha,King Fahd University of Petroleum and Minerals,Computer Science,2,Alone,1500,0,0,1500,1330.29,Emergency Fund,6000,3,Balanced
979,3b8cc6d1-07db-450b-8622-5f8b8e3e0491,21,Male,Jeddah,King Saud University,Law,4,Alone,1000,1200,200,2400,2109.5,Laptop,5000,9,Social Spender
980,952f3e38-8681-4f61-8436-771d438e5433,22,Female,Qassim,Taibah University,Information Systems,4,With Family,990,1800,0,2790,2293.46,Emergency Fund,6000,6,Balanced
981,ac2e4df0-c6e7-4d1c-883a-0bf5ef0b5eed,20,Female,Riyadh,Qassim University,Electrical Engineering,3,With Family,1000,1800,0,2800,2357.56,Travel,4000,6,Improving
982,9773f1c7-1e35-41b0-ae42-1c9fdbc99841,24,Female,Qassim,Taibah University,Finance,4,With Family,990,800,0,1790,1463.43,Emergency Fund,6000,12,Disciplined
983,75babfa9-8f14-4580-80ac-8e2b209daac2,21,Female,Qassim,Umm Al-Qura University,Electrical Engineering,4,With Family,1000,0,200,1200,973.66,Car,25000,12,Disciplined
984,8f755484-a0fd-4a3c-a50e-1afae44d3da8,24,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Business Administration,5,Shared Apartment,990,800,0,1790,1578.66,Investment,10000,12,Balanced
985,2da1a540-3d4f-4f30-9111-977dcb0d44a7,20,Female,Dammam,Qassim University,Nursing,2,With Family,990,800,0,1790,1455.8,Gaming PC,8000,6,Impulsive
986,9f7913c0-73cc-4a74-bcaf-950b7b142d24,18,Male,Jeddah,Princess Nourah University,Computer Science,1,Alone,990,1800,0,2790,2577.66,Investment,10000,9,Budget Student
987,ad74ae23-33b3-4dcd-a8f5-9ded4198f080,21,Female,Jeddah,King Fahd University of Petroleum and Minerals,Nursing,3,Dorm,990,1800,0,2790,2554.67,Phone,4500,12,Balanced
988,a0690150-6b8d-41cb-99aa-bbe947327c2e,20,Male,Tabuk,Princess Nourah University,Medicine,5,With Family,990,0,200,1190,1026.18,Phone,4500,12,Social Spender
989,7be79a43-5bfa-4b23-ba44-39dc9cf94032,20,Female,Jeddah,King Saud University,Information Systems,4,With Family,990,1200,0,2190,1851.37,Laptop,5000,3,Tech Enthusiast
990,9d5623e4-e611-492c-8f92-03a6b943d383,20,Female,Riyadh,Taibah University,Law,5,With Family,1500,0,0,1500,1226.93,Car,25000,3,Impulsive
991,db6ffdde-484d-4642-b108-41f33376852e,20,Male,Makkah,King Fahd University of Petroleum and Minerals,Artificial Intelligence,1,With Family,0,0,0,0,0.0,Emergency Fund,6000,12,Disciplined
992,985d2744-2abd-4e97-ad70-c9c34449679e,22,Male,Madinah,Umm Al-Qura University,Computer Science,4,With Family,1500,0,0,1500,1175.06,Investment,10000,6,Social Spender
993,b1b60d1c-bd7d-4f7f-81cd-23bcaf31a5bf,25,Male,Abha,Umm Al-Qura University,Computer Science,2,Shared Apartment,990,2500,0,3490,3264.23,Travel,4000,3,Social Spender
994,478003c8-c189-4bc7-84ad-b87dcd1c10dc,24,Male,Madinah,Qassim University,Business Administration,3,Shared Apartment,0,0,400,400,368.29,Emergency Fund,6000,12,Coffee Lover
995,a69276de-147d-4a67-8575-b3df56d8203e,21,Female,Madinah,Prince Sattam bin Abdulaziz University,Software Engineering,4,Alone,990,1800,200,2990,2293.21,Car,25000,9,Impulsive
996,0ff79772-1e0d-470d-8101-1c7a88d4d7d7,19,Male,Jeddah,King Abdulaziz University,Business Administration,1,With Family,1500,0,0,1500,1365.44,Investment,10000,3,Impulsive
997,d365cce4-8cab-4894-be70-a2b39ba31582,19,Male,Qassim,King Fahd University of Petroleum and Minerals,Electrical Engineering,1,Dorm,0,0,200,200,152.25,Investment,10000,6,Balanced
998,f2af0d93-4b01-4042-8699-55137568e42f,18,Female,Makkah,Imam Mohammad Ibn Saud Islamic University,Computer Science,1,With Family,1000,0,0,1000,875.09,Laptop,5000,6,Coffee Lover
999,435eb46b-0f9a-4f31-8036-4835c491ee09,25,Female,Riyadh,Taibah University,Information Systems,5,With Family,990,2500,0,3490,2740.24,Phone,4500,6,Balanced
1000,47b88290-7550-4993-971c-d79262af5bf0,19,Male,Dammam,King Fahd University of Petroleum and Minerals,Electrical Engineering,2,With Family,1500,500,0,2000,1754.12,Laptop,5000,9,Tech Enthusiast
1001,ff2154a8-568d-47f0-b641-3a1d0d15ff1f,23,Male,Riyadh,Prince Sattam bin Abdulaziz University,Artificial Intelligence,2,With Family,1000,0,0,1000,762.56,Investment,10000,9,Impulsive
1002,a22b05bf-30f3-42c9-91b6-97198bd2db9c,25,Male,Jeddah,King Fahd University of Petroleum and Minerals,Nursing,3,Dorm,0,1200,0,1200,1045.32,Gaming PC,8000,3,Shopaholic
1003,91fe68d3-8db4-4781-b9ca-bbe0c59edd83,25,Female,Qassim,Prince Sattam bin Abdulaziz University,Electrical Engineering,4,With Family,1000,0,0,1000,949.82,Investment,10000,6,Balanced
1004,b4e7c3b3-15c0-4bd1-8786-12792ec2e34c,23,Female,Qassim,Taibah University,Finance,2,With Family,990,800,0,1790,1611.2,Emergency Fund,6000,12,Overspender
1005,126889b4-8e72-4b0b-9102-7fadb6b36289,20,Female,Abha,King Saud University,Accounting,2,With Family,1500,1200,0,2700,2535.86,Investment,10000,6,Disciplined
1006,9ec7d6c7-7db0-44c1-9760-d7b7bc73781d,25,Female,Dammam,Prince Sattam bin Abdulaziz University,Medicine,3,With Family,990,0,0,990,838.83,Laptop,5000,12,Coffee Lover
1007,88566957-91fd-407c-87a4-3c7eb2aa0784,23,Male,Jeddah,King Fahd University of Petroleum and Minerals,Mechanical Engineering,4,Dorm,1500,0,700,2200,1712.25,Laptop,5000,12,Budget Student
1008,01381595-72c5-4841-97c2-bb7af1b1f683,23,Female,Tabuk,King Khalid University,Software Engineering,5,With Family,990,0,0,990,798.32,Phone,4500,9,Budget Student
1009,2126514e-a575-4649-90e6-79707ece650a,18,Female,Abha,Qassim University,Cybersecurity,2,Alone,1500,0,700,2200,1952.84,Laptop,5000,9,Tech Enthusiast
1010,c00333cb-6351-43b4-af82-eab0aae8669a,23,Male,Dammam,King Fahd University of Petroleum and Minerals,Electrical Engineering,5,Alone,1500,500,0,2000,1591.57,Travel,4000,6,Budget Student
1011,e74612be-3105-4533-adc6-0dbc83fa609a,19,Female,Dammam,King Khalid University,Business Administration,1,With Family,990,500,400,1890,1592.4,Travel,4000,9,Disciplined
1012,c5841d07-0aed-430e-a04d-636a0098bce9,20,Female,Riyadh,Taibah University,Cybersecurity,2,Dorm,990,0,200,1190,970.38,Gaming PC,8000,12,Shopaholic
1013,a034ffb5-e4e2-4e00-bb50-eefe859c2092,21,Male,Jeddah,Prince Sattam bin Abdulaziz University,Mechanical Engineering,1,Dorm,1000,1800,0,2800,2209.17,Travel,4000,9,Balanced
1014,218804d1-f614-4476-a5ac-0f48e8c94da2,22,Male,Dammam,Prince Sattam bin Abdulaziz University,Computer Science,1,Dorm,990,800,400,2190,1976.42,Travel,4000,3,Balanced
1015,f0902843-5e36-421d-9871-31f9d853ce76,20,Female,Abha,Princess Nourah University,Artificial Intelligence,4,With Family,1000,2500,0,3500,3119.41,Emergency Fund,6000,12,Balanced
1016,2ec5be92-4088-4457-8f72-02c7d1805814,23,Female,Abha,King Abdulaziz University,Business Administration,4,Dorm,1000,0,0,1000,875.78,Laptop,5000,9,Balanced
1017,44e92c5c-ad85-4409-969b-336a4cdf74f2,23,Male,Riyadh,King Abdulaziz University,Finance,1,Alone,990,1200,0,2190,1703.78,Travel,4000,3,Shopaholic
1018,14e30e09-b531-49b6-8447-808fc9e044e5,23,Male,Tabuk,King Fahd University of Petroleum and Minerals,Electrical Engineering,1,With Family,1500,0,200,1700,1460.34,Travel,4000,12,Tech Enthusiast
1019,bd9c89f0-0cc5-40a8-8b7e-d06b5786b734,21,Female,Dammam,Princess Nourah University,Electrical Engineering,3,With Family,990,0,200,1190,905.95,Investment,10000,3,Disciplined
1020,52ab04ec-d680-4370-b381-c3beb20ba740,21,Male,Dammam,Umm Al-Qura University,Business Administration,3,With Family,1000,0,0,1000,876.87,Phone,4500,12,Disciplined
1021,f9622a05-0770-4805-a1cc-058b47d4fb3d,24,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Nursing,1,With Family,1000,500,0,1500,1299.82,Gaming PC,8000,3,Balanced
1022,cd30eff1-7e7e-433f-83c0-a5de187c1458,20,Female,Makkah,King Abdulaziz University,Medicine,1,Alone,0,1200,0,1200,1078.62,Investment,10000,9,Balanced
1023,4b40d57c-02fe-46f5-8a30-cbbb27a1be21,22,Female,Makkah,King Fahd University of Petroleum and Minerals,Artificial Intelligence,4,With Family,990,0,200,1190,960.42,Investment,10000,3,Coffee Lover
1024,4a0a58e7-d180-4baf-8a8f-0a1854c540df,20,Male,Riyadh,Qassim University,Electrical Engineering,1,Dorm,1500,800,200,2500,2312.12,Phone,4500,6,Social Spender
1025,6c7b6382-b2de-4b15-bc02-7580062d1b74,22,Female,Qassim,King Saud University,Law,2,Dorm,1000,0,0,1000,926.88,Phone,4500,9,Balanced
1026,6e2156fe-f89a-4f87-8e1c-290c0ce09ea3,23,Male,Qassim,Qassim University,Mechanical Engineering,3,With Family,0,0,200,200,165.63,Investment,10000,6,Overspender
1027,d512a778-7a5e-4b1b-8f15-ee86d3355888,21,Male,Jeddah,King Saud University,Computer Science,5,With Family,990,500,200,1690,1271.29,Gaming PC,8000,9,Overspender
1028,04ac9272-a6ba-49c2-972d-e8c2013bebea,19,Male,Abha,Imam Mohammad Ibn Saud Islamic University,Law,2,Alone,990,0,0,990,889.39,Phone,4500,9,Disciplined
1029,1581a7bb-76f0-4b6c-b252-6a7d1f0c60d2,22,Male,Madinah,Taibah University,Electrical Engineering,2,With Family,990,0,200,1190,1044.04,Laptop,5000,3,Impulsive
1030,c952e739-9430-4197-add3-188cb16d5aa2,21,Female,Madinah,Prince Sattam bin Abdulaziz University,Computer Science,5,With Family,1500,0,0,1500,1344.43,Gaming PC,8000,6,Balanced
1031,d7dc0957-eb51-4bdc-b207-47eb8e31a83d,25,Female,Dammam,King Saud University,Nursing,1,Dorm,990,0,0,990,932.47,Emergency Fund,6000,9,Social Spender
1032,4a36c8e4-1714-4c5a-ba0f-3056875d1739,22,Male,Makkah,Taibah University,Electrical Engineering,1,Alone,1000,0,0,1000,758.82,Gaming PC,8000,12,Shopaholic
1033,d2b042b5-6fd4-4d70-a4b0-e12273cfd9b3,18,Female,Abha,Princess Nourah University,Nursing,3,With Family,1000,1200,200,2400,2026.79,Gaming PC,8000,6,Balanced
1034,79aff735-a512-4fcc-8b95-41e8c1ace6ff,23,Female,Dammam,King Khalid University,Accounting,3,With Family,1500,800,0,2300,1884.82,Travel,4000,9,Disciplined
1035,a00ff1cb-9762-4257-9523-a9b81a71c038,23,Female,Jeddah,King Khalid University,Artificial Intelligence,2,With Family,1000,1200,0,2200,1807.81,Emergency Fund,6000,12,Coffee Lover
1036,933b0616-4d1c-4389-9d79-7b13db0354dc,20,Female,Dammam,King Khalid University,Information Systems,2,Shared Apartment,1000,800,400,2200,1824.39,Travel,4000,12,Impulsive
1037,ec39ff2e-6988-40b2-9043-3a939187e8ac,18,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Law,3,With Family,1500,500,0,2000,1630.19,Car,25000,9,Shopaholic
1038,a515c420-2a37-42ab-b36e-20a30e1fd583,23,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Law,4,With Family,990,800,0,1790,1590.93,Car,25000,6,Social Spender
1039,d3fc9680-b578-4ce4-a0b7-096abed3204f,20,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,4,With Family,1500,1800,200,3500,2771.47,Emergency Fund,6000,3,Improving
1040,dd97afea-ba1c-4e73-8d91-05887d53ed3a,20,Male,Jeddah,Prince Sattam bin Abdulaziz University,Finance,1,With Family,990,0,0,990,813.29,Phone,4500,12,Disciplined
1041,b9714d6e-3898-42b1-b864-d8de66a20809,24,Female,Riyadh,Taibah University,Computer Science,4,With Family,1000,0,0,1000,756.21,Travel,4000,12,Impulsive
1042,c725a3b5-8512-4430-a9fc-b94b1c30eb93,23,Female,Riyadh,Qassim University,Computer Science,4,Shared Apartment,990,500,0,1490,1143.37,Gaming PC,8000,9,Shopaholic
1043,ff6992c6-bf8b-4f23-92c9-d30edf568a8b,25,Female,Abha,Imam Mohammad Ibn Saud Islamic University,Nursing,4,With Family,0,800,200,1000,811.96,Laptop,5000,12,Balanced
1044,acb88f63-d818-42ff-b0dc-03173bead647,18,Female,Jeddah,Umm Al-Qura University,Information Systems,4,With Family,990,0,0,990,854.38,Investment,10000,3,Balanced
1045,5130e63b-1ac9-46f5-ab6d-7d91ebd03140,22,Male,Riyadh,Prince Sattam bin Abdulaziz University,Nursing,3,With Family,990,500,0,1490,1322.17,Emergency Fund,6000,3,Balanced
1046,362e5abd-c86d-457d-bdbf-24b0e91f1cb2,20,Female,Riyadh,Prince Sattam bin Abdulaziz University,Information Systems,2,With Family,990,0,200,1190,1055.06,Investment,10000,12,Balanced
1047,49e40fb9-c507-4595-b9da-d4fb78b4d7b1,20,Male,Dammam,King Khalid University,Nursing,1,With Family,990,800,400,2190,1803.1,Laptop,5000,12,Disciplined
1048,26bb61e9-ac71-4919-a7ef-38785ae9d3c0,24,Female,Riyadh,Prince Sattam bin Abdulaziz University,Accounting,5,Dorm,1000,800,0,1800,1374.1,Laptop,5000,3,Balanced
1049,2c8ed6a0-81d5-484c-80ff-6325b76eefc6,20,Male,Riyadh,King Abdulaziz University,Software Engineering,5,With Family,1500,0,0,1500,1183.96,Phone,4500,9,Shopaholic
1050,dc8c9f18-3ba3-46ca-a025-89cfa27a8992,24,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,2,With Family,990,1800,0,2790,2509.13,Car,25000,12,Disciplined
1051,d2a08575-f1b1-47a7-b66c-ec15541843b2,22,Male,Madinah,King Abdulaziz University,Business Administration,2,Shared Apartment,0,1200,0,1200,1092.29,Gaming PC,8000,6,Social Spender
1052,8130136f-eacb-469c-907e-066441dc617a,19,Male,Dammam,Umm Al-Qura University,Information Systems,1,With Family,990,0,0,990,938.49,Car,25000,3,Shopaholic
1053,f8e47e45-a996-429f-bce0-f3f12f04dc3d,21,Female,Tabuk,King Saud University,Electrical Engineering,4,With Family,990,1200,200,2390,1945.69,Travel,4000,12,Disciplined
1054,752f5b8c-7f78-4e69-86ed-0d82b226bbf5,21,Male,Qassim,King Khalid University,Electrical Engineering,5,Shared Apartment,1000,1800,0,2800,2461.78,Car,25000,6,Balanced
1055,28c53bd3-a022-46ce-abca-8755236bf100,18,Female,Jeddah,Umm Al-Qura University,Software Engineering,2,Shared Apartment,1000,500,0,1500,1136.98,Car,25000,9,Balanced
1056,60356831-d6bf-4943-95c5-cc5381325150,23,Female,Qassim,Umm Al-Qura University,Finance,4,Shared Apartment,990,1200,400,2590,2377.36,Travel,4000,6,Coffee Lover
1057,a24c0028-0088-4c7c-a77e-2aefd3b62f2a,19,Female,Madinah,Prince Sattam bin Abdulaziz University,Artificial Intelligence,5,With Family,0,500,0,500,406.31,Car,25000,9,Impulsive
1058,2380fe19-2306-4a5b-87dc-14c1d365297b,23,Female,Madinah,Prince Sattam bin Abdulaziz University,Nursing,4,Dorm,1000,0,0,1000,787.67,Investment,10000,6,Budget Student
1059,1eac795d-28d4-4b67-8653-0cf14351b60a,23,Male,Qassim,King Khalid University,Medicine,2,With Family,1000,0,0,1000,894.55,Gaming PC,8000,9,Tech Enthusiast
1060,35fe78ce-6256-462e-a81a-d79515d2ff9e,25,Female,Makkah,Qassim University,Finance,3,Alone,990,1200,200,2390,2011.94,Phone,4500,9,Disciplined
1061,4b543b5c-dfa3-41e4-be4e-39c7708b230c,24,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,3,Alone,1000,0,700,1700,1429.62,Investment,10000,9,Shopaholic
1062,bdfcad17-33b4-4a9e-bee9-6f8d95915790,25,Male,Qassim,Qassim University,Accounting,3,With Family,990,0,700,1690,1328.71,Gaming PC,8000,9,Budget Student
1063,50becb83-21a9-40ec-ae48-67f1de3be503,22,Male,Jeddah,Qassim University,Cybersecurity,1,Shared Apartment,1500,0,0,1500,1294.97,Laptop,5000,3,Disciplined
1064,856fa3cf-f537-4790-9a53-0fcaca58e900,21,Male,Madinah,Umm Al-Qura University,Business Administration,2,With Family,1500,800,0,2300,1979.71,Phone,4500,9,Budget Student
1065,4ad4685f-efd3-4e13-a30f-274fd96e42ef,18,Male,Jeddah,King Khalid University,Mechanical Engineering,5,Alone,990,1800,0,2790,2243.01,Car,25000,12,Disciplined
1066,b4ff3a2b-86d3-46de-891c-c930873b82d1,20,Male,Makkah,Prince Sattam bin Abdulaziz University,Software Engineering,1,With Family,990,0,0,990,803.58,Car,25000,12,Coffee Lover
1067,ff1d6c83-005b-4d40-83ec-a371cb3f4583,25,Male,Tabuk,King Khalid University,Electrical Engineering,4,With Family,990,1200,0,2190,1977.59,Emergency Fund,6000,6,Impulsive
1068,b6940cf4-acc6-4542-bafc-033a7db3faa1,18,Female,Tabuk,Taibah University,Nursing,2,With Family,990,1200,0,2190,1950.61,Travel,4000,12,Balanced
1069,620b468b-19eb-41de-9cf1-96a69e8e47e9,21,Female,Makkah,Qassim University,Nursing,4,Alone,990,0,0,990,878.43,Travel,4000,6,Tech Enthusiast
1070,4aa066ba-2a50-47c5-9107-b88a1cd970e3,23,Female,Tabuk,King Saud University,Finance,4,Dorm,0,800,0,800,745.47,Car,25000,3,Coffee Lover
1071,b50a4bf4-6f9b-4e1e-9c8d-e21ba2e6740a,25,Male,Dammam,Imam Mohammad Ibn Saud Islamic University,Nursing,5,Dorm,990,0,400,1390,1267.72,Travel,4000,3,Improving
1072,828a7c3a-15b5-48c6-9649-c8896bd70fa2,19,Male,Madinah,Princess Nourah University,Medicine,3,With Family,990,1200,0,2190,1770.9,Phone,4500,12,Balanced
1073,7c087558-9d1a-4671-9d42-10bbf87a1950,19,Male,Jeddah,King Khalid University,Computer Science,5,Dorm,1500,0,0,1500,1360.28,Car,25000,6,Balanced
1074,ffc31e53-9192-4af5-ab5d-0f10c850cfb0,21,Male,Jeddah,Princess Nourah University,Artificial Intelligence,2,With Family,990,0,0,990,896.75,Laptop,5000,9,Social Spender
1075,cd048cf2-4228-4686-af2e-35c67aaf7cf4,23,Male,Madinah,Umm Al-Qura University,Computer Science,5,With Family,990,1800,0,2790,2124.22,Laptop,5000,6,Balanced
1076,faf72f6c-1675-49d7-a387-83b7ab335d05,23,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Finance,2,Dorm,990,1200,0,2190,1954.98,Car,25000,6,Tech Enthusiast
1077,0e28b1e4-6cf8-4e00-8b21-fc3a8970259d,22,Female,Qassim,Qassim University,Medicine,5,Dorm,1000,0,0,1000,927.76,Laptop,5000,12,Improving
1078,955286c9-7d7b-4bd1-aa12-480df84d4a10,24,Female,Tabuk,King Abdulaziz University,Medicine,4,With Family,1500,0,0,1500,1135.93,Gaming PC,8000,3,Tech Enthusiast
1079,0fd7f7e5-1365-4388-bcd3-ef2ff0bb663a,24,Female,Madinah,King Fahd University of Petroleum and Minerals,Computer Science,3,With Family,990,0,0,990,891.06,Emergency Fund,6000,6,Coffee Lover
1080,1f6b968b-fc20-4354-885c-65e871da3bc9,20,Female,Tabuk,Imam Mohammad Ibn Saud Islamic University,Information Systems,1,Alone,1000,0,400,1400,1303.03,Investment,10000,9,Coffee Lover
1081,7a762fd7-f4c4-40e9-bc6f-20c98f9f199d,20,Female,Riyadh,Imam Mohammad Ibn Saud Islamic University,Information Systems,1,With Family,990,500,400,1890,1437.58,Emergency Fund,6000,12,Impulsive
1082,f622c6d2-a5b4-404a-99c7-001b91352170,23,Female,Riyadh,Taibah University,Software Engineering,3,With Family,1500,1200,0,2700,2192.58,Travel,4000,6,Disciplined
1083,8735f8b9-67fe-4836-a1bd-3964adacbbfc,18,Male,Abha,King Saud University,Finance,4,With Family,990,800,0,1790,1561.93,Laptop,5000,9,Tech Enthusiast
1084,49fe6faf-2d67-4187-a90e-624ab2e9d305,25,Female,Tabuk,Umm Al-Qura University,Computer Science,5,Dorm,990,0,0,990,854.64,Laptop,5000,3,Improving
1085,a179e092-06e8-4114-8541-c6cb38a95b01,25,Female,Dammam,King Abdulaziz University,Electrical Engineering,2,With Family,990,1200,0,2190,1810.64,Gaming PC,8000,12,Balanced
1086,7ab7e115-5abe-4dbf-86e9-6f5fc152854a,21,Female,Dammam,Qassim University,Medicine,5,With Family,0,0,0,0,0.0,Emergency Fund,6000,3,Improving
1087,5e7219ef-73a5-4d10-8881-64bd5ed03760,19,Male,Qassim,King Abdulaziz University,Law,4,With Family,990,0,200,1190,1051.82,Investment,10000,9,Tech Enthusiast
1088,a7bcb871-cddf-4e93-a926-652836cc5326,23,Female,Dammam,King Khalid University,Medicine,3,Shared Apartment,1500,1200,700,3400,3079.24,Travel,4000,6,Balanced
1089,d3c43b40-926f-4a99-902f-747b17ffa2b6,22,Female,Tabuk,King Saud University,Nursing,3,Shared Apartment,0,500,0,500,400.76,Car,25000,6,Shopaholic
1090,2597cdc6-02a5-4a2f-a046-6a129cfc88df,20,Male,Abha,Qassim University,Mechanical Engineering,4,With Family,1000,0,700,1700,1387.61,Emergency Fund,6000,3,Balanced
1091,5111cb59-c537-40d3-8e7c-7491cf883228,23,Male,Tabuk,Qassim University,Accounting,2,With Family,1000,1800,0,2800,2647.88,Investment,10000,9,Overspender
1092,7952e130-b835-489b-ae55-36cb36d77d27,24,Male,Tabuk,Qassim University,Cybersecurity,3,With Family,990,0,400,1390,1266.16,Emergency Fund,6000,9,Balanced
1093,16e75bcf-e65c-4611-a0a7-5f51d40bdc77,19,Male,Dammam,Umm Al-Qura University,Accounting,4,Shared Apartment,990,0,0,990,927.51,Laptop,5000,6,Improving
1094,e709460a-bafd-49c9-9af8-3d64f21f660c,23,Female,Jeddah,King Saud University,Information Systems,3,With Family,0,0,0,0,0.0,Investment,10000,3,Improving
1095,79f1dd8d-4020-450d-911f-fe73deede4a7,24,Female,Jeddah,Prince Sattam bin Abdulaziz University,Nursing,3,Dorm,1000,1200,0,2200,1881.48,Phone,4500,9,Disciplined
1096,09d29f5e-e360-4981-bdd9-857da6bd277f,19,Female,Makkah,Prince Sattam bin Abdulaziz University,Computer Science,4,Shared Apartment,990,1200,0,2190,1933.77,Investment,10000,12,Budget Student
1097,d4f9c9c4-4713-43a0-83ef-ae5a45334df6,24,Female,Makkah,Prince Sattam bin Abdulaziz University,Law,3,With Family,990,500,0,1490,1254.96,Gaming PC,8000,6,Disciplined
1098,f170fed3-01c1-425d-9fb7-c3f208d86f26,20,Male,Jeddah,Prince Sattam bin Abdulaziz University,Electrical Engineering,3,Dorm,0,1200,0,1200,1039.02,Emergency Fund,6000,12,Coffee Lover
1099,07ff6039-3aea-453c-b9f6-a20985768f28,22,Male,Qassim,King Saud University,Business Administration,2,With Family,990,800,400,2190,1793.65,Car,25000,3,Disciplined
